CONFERENCE,TEAM_ID,TEAM_NAME,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,MIN,PTS,FGA,FG_PCT,FG3A,FG3_PCT,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PFD,PLUS_MINUS
West,1610612747,Los Angeles Lakers,1642355,Bronny James,LAL,20,1,2.7,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,-5
West,1610612747,Los Angeles Lakers,1626156,D'Angelo Russell,LAL,28,3,32,10,9.7,0.379,5.3,0.313,1,1,0.7,1.7,2.3,5,1.7,1.7,0.3,2.7,1,8.7
West,1610612747,Los Angeles Lakers,1642261,Dalton Knecht,LAL,23,3,16.4,7.7,5.3,0.5,4,0.417,0.7,1,0,0.7,0.7,1.7,0.7,0.7,0,1.3,0.3,12
West,1610612747,Los Angeles Lakers,1629216,Gabe Vincent,LAL,28,3,16.8,3,4.3,0.308,2.3,0.143,0,0,0.3,1,1.3,0.7,0.7,1.3,0,2,0.3,0.7
West,1610612747,Los Angeles Lakers,1629637,Jaxson Hayes,LAL,24,3,15.8,6.7,3.3,0.9,0,0,0.7,1,1.7,2.3,4,1.7,0.3,0.3,0.7,2.7,0.7,9.3
West,1610612747,Los Angeles Lakers,2544,LeBron James,LAL,39,3,34.4,23,17,0.51,6,0.389,4.3,0.769,0,7.7,7.7,7.3,3,0,1,2.3,4.3,7
West,1610612747,Los Angeles Lakers,1631108,Max Christie,LAL,21,3,13.6,2.3,2.7,0.25,2,0.167,0.7,1,0.3,1.3,1.7,1.3,1,0.7,0,2.3,0.7,-14
West,1610612747,Los Angeles Lakers,1629060,Rui Hachimura,LAL,26,3,37.1,16.7,13,0.436,3.3,0.5,4.7,0.786,3,4,7,2,0.7,0.7,0.3,1.3,3,12
West,1610612750,Minnesota Timberwolves,1630162,Anthony Edwards,MIN,23,3,39.8,27.7,23.3,0.414,13.3,0.375,4.3,0.769,0.3,6,6.3,3.7,3.7,0.7,0.3,3.3,3,4.3
West,1610612750,Minnesota Timberwolves,1628978,Donte DiVincenzo,MIN,27,3,27.2,11.7,12,0.333,8.3,0.28,2,0.667,0.7,1.3,2,2.3,1.7,1,0,2,2,-1.3
West,1610612750,Minnesota Timberwolves,1630183,Jaden McDaniels,MIN,24,3,25.6,7,7.3,0.409,2.7,0.125,0.7,1,1,1.3,2.3,2,1.3,0.7,1,3.3,1.3,-1.3
West,1610612750,Minnesota Timberwolves,204060,Joe Ingles,MIN,37,3,5.8,0,0.3,0,0.3,0,0,0,0.3,0,0.3,2,0,0,0,1.7,0.3,0.3
West,1610612750,Minnesota Timberwolves,203944,Julius Randle,MIN,29,3,35,24.3,14.3,0.628,4.3,0.538,5.7,0.706,2,5.7,7.7,4.3,3,0,0,2.7,4.3,2
West,1610612750,Minnesota Timberwolves,201144,Mike Conley,MIN,37,3,24.5,7,8.3,0.2,6,0.222,2.3,1,1.3,1.7,3,4,1.3,1.7,0.7,1.3,1.3,-3.7
West,1610612750,Minnesota Timberwolves,1629675,Naz Reid,MIN,25,3,24.7,13.7,8.3,0.48,4.3,0.462,3.7,1,0.7,6.3,7,1.7,1,0.3,0,2.3,2.7,0.7
West,1610612750,Minnesota Timberwolves,1629638,Nickeil Alexander-Walker,MIN,26,3,21,9,4.7,0.643,3.3,0.7,1.3,0.5,0.7,1.7,2.3,2,1,0,0,0.3,1.3,7.7
West,1610612750,Minnesota Timberwolves,203497,Rudy Gobert,MIN,32,3,36.3,10.3,6,0.667,0,0,3.3,0.7,2,10.3,12.3,1.3,1.7,1,1.7,3.7,4.3,1.3
West,1610612740,New Orleans Pelicans,1641810,Antonio Reeves,NOP,21,2,2.4,0,3,0,2,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,-1
West,1610612740,New Orleans Pelicans,1627742,Brandon Ingram,NOP,27,3,32.8,22.7,20,0.467,5.7,0.412,2,0.833,1.7,6,7.7,4,2.3,1.3,0.7,3,2.3,-2.7
West,1610612740,New Orleans Pelicans,203468,CJ McCollum,NOP,33,3,35.2,23.3,19,0.474,10,0.4,2,0.667,0,2.7,2.7,3.7,1.3,3,0.7,1.7,1.7,-0.7
West,1610612740,New Orleans Pelicans,1628464,Daniel Theis,NOP,32,3,17.8,5,3.7,0.455,1.3,0,2,0.833,0.7,3.3,4,2.7,1,0.7,1.7,2.3,3.3,5
West,1610612740,New Orleans Pelicans,1627749,Dejounte Murray,NOP,28,1,30,14,15,0.267,3,0,7,0.857,0,8,8,10,1,1,0,0,3,5
West,1610612740,New Orleans Pelicans,1630529,Herbert Jones,NOP,26,3,31,7.3,7.3,0.455,3,0.111,0.7,0.5,1.3,1,2.3,1.3,1.3,2,0.3,3,0.7,-7.7
West,1610612740,New Orleans Pelicans,1629750,Javonte Green,NOP,31,3,20,6.3,3,0.667,1,0.333,2.3,0.857,1,1.7,2.7,0.3,0.7,1.3,0.7,1.7,1.7,5.3
West,1610612740,New Orleans Pelicans,1630526,Jeremiah Robinson-Earl,NOP,23,3,4.9,2,1,0.667,1,0.667,0,0,0,1,1,0.3,0.7,0.3,0,0.7,0,-3
West,1610612740,New Orleans Pelicans,1641722,Jordan Hawkins,NOP,22,3,30.4,18,11.3,0.529,5.7,0.529,3,1,0.7,5.7,6.3,1.3,1.3,0,0.3,0.7,2.3,-6.3
West,1610612740,New Orleans Pelicans,1630631,Jose Alvarado,NOP,26,3,13.9,2,3,0.222,2.3,0.286,0,0,0.3,0.3,0.7,3.7,1.3,1.7,0.3,2.7,0.7,-1.7
West,1610612740,New Orleans Pelicans,1631255,Karlo Matković,NOP,23,2,2.4,1,0.5,1,0,0,0,0,1.5,0.5,2,0,1,0,0.5,0.5,0,-1
West,1610612740,New Orleans Pelicans,1642274,Yves Missi,NOP,20,3,21.8,8.3,5.7,0.529,0,0,3,0.778,2.7,2.7,5.3,1.7,0.7,1,2.3,2.3,2,-2.7
West,1610612740,New Orleans Pelicans,1629627,Zion Williamson,NOP,24,2,28.6,15,13.5,0.259,0.5,0,12,0.667,2.5,4.5,7,5.5,2,0.5,2,3,6,1
West,1610612759,San Antonio Spurs,1631104,Blake Wesley,SAS,21,2,7.5,4,3,0.5,0,0,1,1,0,0.5,0.5,2,0,0,0,0.5,0.5,6.5
West,1610612759,San Antonio Spurs,1629646,Charles Bassey,SAS,24,1,6,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,10
West,1610612759,San Antonio Spurs,101108,Chris Paul,SAS,39,2,27.7,3,4.5,0.222,3,0.333,0,0,0,3.5,3.5,8.5,3,1,0,2.5,2,-13
West,1610612759,San Antonio Spurs,203084,Harrison Barnes,SAS,32,2,28.4,14,8,0.688,4,0.5,1.5,0.667,0.5,3,3.5,1.5,0,0.5,0.5,1,2,-4.5
West,1610612759,San Antonio Spurs,1631110,Jeremy Sochan,SAS,21,2,31.9,17.5,12.5,0.56,1.5,0.333,4.5,0.667,2.5,6.5,9,2.5,3.5,1,0,3.5,3.5,-6.5
West,1610612759,San Antonio Spurs,1630577,Julian Champagnie,SAS,23,2,26.3,15,10,0.55,6,0.5,1,1,2.5,4,6.5,1.5,2.5,0.5,1,1,0.5,-8.5
West,1610612759,San Antonio Spurs,1629640,Keldon Johnson,SAS,25,2,27.1,11.5,10,0.4,3,0.333,3,0.833,0.5,5.5,6,1,1,0.5,0,1,3,-4
West,1610612759,San Antonio Spurs,1631103,Malaki Branham,SAS,21,2,9.8,7,5,0.6,1.5,0.333,0.5,1,0,2.5,2.5,1,1,0,1,0,0,7
West,1610612759,San Antonio Spurs,1630572,Sandro Mamukelashvili,SAS,25,1,6,0,0,0,0,0,0,0,0,3,3,0,1,0,1,1,0,10
West,1610612759,San Antonio Spurs,1642264,Stephon Castle,SAS,19,2,22.5,8,7.5,0.333,2,0,4.5,0.667,1,1,2,4,2.5,1,0.5,3,2.5,1
West,1610612759,San Antonio Spurs,1630200,Tre Jones,SAS,24,1,15.6,3,2,0,0,0,4,0.75,1,0,1,3,0,1,0,0,2,2
West,1610612759,San Antonio Spurs,1641705,Victor Wembanyama,SAS,20,2,29.3,23,17.5,0.429,6.5,0.231,7,0.929,1.5,6.5,8,1,3.5,0,2,2,6.5,-10
West,1610612759,San Antonio Spurs,1628380,Zach Collins,SAS,26,2,15.7,4.5,3.5,0.429,0.5,1,1,1,2,4.5,6.5,1.5,0.5,0.5,0,3,1,1
West,1610612756,Phoenix Suns,203078,Bradley Beal,PHX,31,2,37,19.5,13,0.538,6,0.583,2.5,0.8,0,2,2,5,2,1.5,1,2.5,2,-6.5
West,1610612756,Phoenix Suns,1631221,Collin Gillespie,PHX,25,1,3.4,3,2,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
West,1610612756,Phoenix Suns,1627814,Damion Lee,PHX,32,1,17.7,2,3,0.333,2,0,0,0,0,3,3,2,1,0,0,1,0,-2
West,1610612756,Phoenix Suns,1626164,Devin Booker,PHX,27,3,34.9,19.7,14,0.429,7.7,0.435,5.3,0.813,0.7,2,2.7,5,2.3,1,0.7,4,4.7,-2.3
West,1610612756,Phoenix Suns,1628960,Grayson Allen,PHX,29,1,21.4,8,7,0.286,6,0.333,2,1,0,1,1,3,1,1,1,2,2,2
West,1610612756,Phoenix Suns,203994,Jusuf Nurkić,PHX,30,3,23.7,11,7.3,0.455,3,0.111,6,0.667,1.3,8.7,10,2.3,4.3,0.7,0.7,3.3,4.3,-5.3
West,1610612756,Phoenix Suns,201142,Kevin Durant,PHX,36,3,40.5,28.7,18.3,0.527,5.3,0.5,8.3,0.8,0,6.7,6.7,2.7,3.7,1.3,1,2.3,7.7,-1.3
West,1610612756,Phoenix Suns,203486,Mason Plumlee,PHX,34,3,14.4,5.7,2.3,0.857,0,0,2.7,0.625,0.7,2.7,3.3,0.7,0.3,0.3,0.3,2.7,1.7,4.7
West,1610612756,Phoenix Suns,1628420,Monté Morris,PHX,29,3,14.1,7,5,0.4,3,0.333,2.7,0.75,0.7,1.3,2,2.7,0.3,1,0,0,2,4
West,1610612756,Phoenix Suns,1642345,Oso Ighodaro,PHX,22,3,8.5,0.7,0.7,0.5,0,0,0,0,0.7,2,2.7,0,0.7,0,0.3,1.7,0,-0.7
West,1610612756,Phoenix Suns,1626220,Royce O'Neale,PHX,31,3,26.2,6.3,5.3,0.375,3.7,0.273,1.3,1,1,5,6,3,1.7,0.7,0.7,2,1.7,15.3
West,1610612756,Phoenix Suns,1642346,Ryan Dunn,PHX,21,3,14.5,8,6,0.5,4.3,0.462,0,0,0.3,1.7,2,1,0.3,0,0.3,3.3,0,3.3
West,1610612756,Phoenix Suns,1626145,Tyus Jones,PHX,28,3,32.7,11,8.3,0.52,4,0.417,0.7,1,0,3,3,6.3,0.7,1.3,0.7,0,1,0
West,1610612763,Memphis Grizzlies,1629634,Brandon Clarke,MEM,28,3,14.4,3.3,5,0.267,1.3,0,1,0.667,0.7,3,3.7,0.7,0.7,0.7,0,1.7,0.7,8
West,1610612763,Memphis Grizzlies,1630217,Desmond Bane,MEM,26,3,28.1,18,15.3,0.457,6.7,0.3,2.3,0.857,0.7,4,4.7,3.3,2,1.7,1,3.7,1.3,-4.3
West,1610612763,Memphis Grizzlies,1629630,Ja Morant,MEM,25,3,25.5,20.7,13.7,0.463,4,0.167,8.7,0.846,0,2.3,2.3,7.3,4,0.3,0.3,2.7,6.7,2
West,1610612763,Memphis Grizzlies,1631222,Jake LaRavia,MEM,22,3,20.9,4.7,3,0.556,1.3,0.25,2.3,0.429,1.3,3.3,4.7,2,1,0.3,0.3,2,1.3,2
West,1610612763,Memphis Grizzlies,1628991,Jaren Jackson Jr.,MEM,25,1,22.5,13,10,0.4,2,0,9,0.556,1,3,4,1,1,1,0,3,8,26
West,1610612763,Memphis Grizzlies,1630643,Jay Huff,MEM,27,3,19,13,7.3,0.636,4.7,0.571,1,1,0.7,2.7,3.3,0.7,0,0.7,1.7,1.7,1,-2
West,1610612763,Memphis Grizzlies,1642377,Jaylen Wells,MEM,21,3,20.7,7,8.7,0.269,3.7,0.364,2,0.5,1,1,2,1,0,0.3,0,2,2,-4
West,1610612763,Memphis Grizzlies,1629723,John Konchar,MEM,28,2,18.7,6,2,0.75,2,0.75,2,0.75,1.5,4,5.5,1.5,0.5,1,0.5,2,1.5,-5.5
West,1610612763,Memphis Grizzlies,203935,Marcus Smart,MEM,30,3,22.5,9,7.7,0.348,3.3,0.3,3,0.889,1,1,2,2,2,1.3,0.3,2.7,2.3,-2
West,1610612763,Memphis Grizzlies,1630583,Santi Aldama,MEM,23,3,27.2,17,10,0.633,5.7,0.529,1.3,1,0.7,5,5.7,3.3,2,0,1,1.3,1.3,1
West,1610612763,Memphis Grizzlies,1630590,Scotty Pippen Jr.,MEM,23,3,23,10,7.3,0.545,2,0.5,2,0.5,1,2.7,3.7,7.7,2.7,1.7,0.7,3.3,2,-0.7
West,1610612763,Memphis Grizzlies,1642530,Yuki Kawamura,MEM,23,2,2.8,0,1,0,1,0,0,0,0,0,0,0.5,0.5,0,0,0,0,-6
West,1610612763,Memphis Grizzlies,1641744,Zach Edey,MEM,22,3,16.9,8.3,6,0.611,0.3,1,2.7,0.25,2.7,2.3,5,0.3,0.3,0.3,0.3,4.7,3,-9.3
West,1610612762,Utah Jazz,1641729,Brice Sensabaugh,UTA,20,2,15.1,6,5.5,0.364,3.5,0.286,1.5,0.667,2,0.5,2.5,0,0.5,1,0,0.5,1,-20
West,1610612762,Utah Jazz,1642262,Cody Williams,UTA,19,2,22.3,2,3,0.167,1.5,0,1,1,0,3.5,3.5,1,1,0.5,0,2.5,0.5,-17.5
West,1610612762,Utah Jazz,1629012,Collin Sexton,UTA,25,2,22.8,14,10.5,0.429,1,0,6.5,0.769,0.5,1.5,2,2,4,0.5,0.5,1.5,4.5,-10
West,1610612762,Utah Jazz,1629234,Drew Eubanks,UTA,27,1,5.5,4,1,1,1,1,2,0.5,2,0,2,2,0,0,0,0,1,3
West,1610612762,Utah Jazz,1628381,John Collins,UTA,27,2,21,12.5,11,0.409,3,0.167,3,1,1.5,4.5,6,2,2.5,1,1,3.5,3.5,-11
West,1610612762,Utah Jazz,203903,Jordan Clarkson,UTA,32,2,24.4,14,13,0.423,4.5,0.222,3.5,0.571,1,2,3,4.5,2,0,0.5,1.5,2.5,-8
West,1610612762,Utah Jazz,1641718,Keyonte George,UTA,20,2,30.4,12,15,0.233,7,0.286,5,0.6,0.5,1.5,2,5,3,1,0,1,5,-24
West,1610612762,Utah Jazz,1642271,Kyle Filipowski,UTA,20,1,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11
West,1610612762,Utah Jazz,1628374,Lauri Markkanen,UTA,27,2,30.7,24,16,0.406,6,0.417,10.5,0.81,1.5,7,8.5,2,2,0.5,0,1,8.5,-0.5
West,1610612762,Utah Jazz,201988,Patty Mills,UTA,36,2,17.1,3.5,3.5,0.429,2.5,0.2,0,0,0,1,1,0.5,0.5,0.5,0.5,1.5,0.5,3
West,1610612762,Utah Jazz,1641707,Taylor Hendricks,UTA,20,2,26.6,6,6.5,0.308,4.5,0.333,1,0.5,1.5,4.5,6,0,0.5,2,1.5,3,0.5,-9
West,1610612762,Utah Jazz,1631117,Walker Kessler,UTA,23,2,24.9,9,4,0.875,0,0,2.5,0.8,4.5,7,11.5,1.5,2,0.5,3,1.5,3,-6.5
West,1610612742,Dallas Mavericks,1629655,Daniel Gafford,DAL,26,2,18.3,8,6.5,0.462,0,0,3,0.667,4,3,7,3,1,0.5,0.5,3.5,3,3.5
West,1610612742,Dallas Mavericks,1641726,Dereck Lively II,DAL,20,2,24.5,10,5,0.8,0,0,3.5,0.571,4,7,11,4.5,1.5,0.5,0,3.5,2,-5.5
West,1610612742,Dallas Mavericks,203939,Dwight Powell,DAL,33,2,1.4,1,0.5,1,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,-1
West,1610612742,Dallas Mavericks,1630702,Jaden Hardy,DAL,22,2,16.5,5.5,5,0.3,4,0.375,1,1,0.5,0.5,1,1,1,0,0.5,2,1,-3
West,1610612742,Dallas Mavericks,1641789,Jazian Gortman,DAL,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
West,1610612742,Dallas Mavericks,202691,Klay Thompson,DAL,34,2,29.7,20.5,14.5,0.483,11,0.5,1,1,1.5,3.5,5,1,0.5,2,0,2.5,1,7.5
West,1610612742,Dallas Mavericks,202681,Kyrie Irving,DAL,32,2,33,18.5,19.5,0.385,6,0.417,1,1,0.5,2,2.5,3.5,0.5,2.5,0.5,2.5,1.5,1
West,1610612742,Dallas Mavericks,1629029,Luka Dončić,DAL,25,2,37.8,34,25,0.42,12,0.375,10,0.85,1,9,10,6,3,0.5,1,3.5,7,-3
West,1610612742,Dallas Mavericks,1628467,Maxi Kleber,DAL,32,2,15.6,2.5,2.5,0.4,1,0.5,0,0,0,2.5,2.5,1.5,0,0,0.5,1.5,1,7
West,1610612742,Dallas Mavericks,1630230,Naji Marshall,DAL,26,2,18.6,2,5.5,0.182,2,0,0,0,0.5,1,1.5,3,0,0.5,0,1.5,0.5,-3.5
West,1610612742,Dallas Mavericks,1641765,Olivier-Maxence Prosper,DAL,22,2,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
West,1610612742,Dallas Mavericks,1629023,P.J. Washington,DAL,26,2,30.8,8,10.5,0.286,6,0.25,1,0.5,2,3.5,5.5,1,0.5,1,0.5,2.5,0.5,-4.5
West,1610612742,Dallas Mavericks,1629656,Quentin Grimes,DAL,24,2,10.4,1,3,0.167,0.5,0,0,0,0,1,1,0,0,0,0,1.5,0,1
West,1610612742,Dallas Mavericks,203915,Spencer Dinwiddie,DAL,31,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-2
